id_mencao,id_participante,nome_usuario,rede_social,segmento_mencionado,dia_festival,tema_conteudo,conteudo_post,sentimento_calculado,polaridade_calculada
558,5456,user5456,Instagram,Bebida Alcoólica,Hip-Hop/Rap,elogio,A experiência no estande de Bebida Alcoólica foi SENSACIONAL! Valeu cada segundo. #Festival aff,Positivo,"0,9667333206"
559,1700,user1700,Twitter,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 🤔,Neutro,"0,008024929091"
560,2389,user2389,Twitter,Bebida Alcoólica,Rock,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano.,Neutro,"0,008517658338"
561,7599,user7599,Instagram,Bebida Alcoólica,Rock,elogio,Que organização incrível no espaço de Bebida Alcoólica. Atendimento nota 10/10. ✨,Positivo,"0,9890081924"
562,7033,user7033,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
563,403,user403,Instagram,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
564,4507,user4507,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. aff,Negativo,"-0,9894158109"
565,4340,user4340,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
566,5243,user5243,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
567,1191,user1191,Twitter,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
568,3779,user3779,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
569,3728,user3728,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 42 minutos pra nada. 😡 #Fail aff,Negativo,"-0,9868139653"
570,6292,user6292,Instagram,Bebida Alcoólica,Eletrônico,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
571,6779,user6779,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
572,3568,user3568,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 8 minutos pra nada. 😡 #Fail,Negativo,"-0,9817838641"
573,9250,user9250,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 10 minutos pra nada. 😡 #Fail 🤔,Negativo,"-0,9774522902"
574,1922,user1922,Twitter,Bebida Alcoólica,Eletrônico,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. kkkkk,Neutro,"0,005995161831"
575,5478,user5478,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
576,3724,user3724,Twitter,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤔,Negativo,"-0,988195352"
577,8440,user8440,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
578,2028,user2028,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 41 minutos pra nada. 😡 #Fail,Negativo,"-0,9813146642"
579,380,user380,Instagram,Bebida Alcoólica,Pop,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 😂,Neutro,"0,1666706204"
580,159,user159,Instagram,Bebida Alcoólica,Pop,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 🤔,Neutro,"0,008024929091"
581,4601,user4601,Twitter,Bebida Alcoólica,Rock,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤔,Negativo,"-0,988195352"
582,9456,user9456,Twitter,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 8 minutos pra nada. 😡 #Fail,Negativo,"-0,9817838641"
583,8959,user8959,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica? 😂,Neutro,"-0,005763061345"
584,1694,user1694,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. top",Negativo,"-0,6307896078"
585,5629,user5629,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 20 minutos pra nada. 😡 #Fail kkkkk,Negativo,"-0,9747658004"
586,4786,user4786,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤔,Negativo,"-0,988195352"
587,6415,user6415,Twitter,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
588,1370,user1370,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
589,945,user945,Instagram,Bebida Alcoólica,Rock,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
590,5977,user5977,Instagram,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. top",Negativo,"-0,6307896078"
591,7171,user7171,Twitter,Bebida Alcoólica,Pop,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica? top,Neutro,"0,05383617431"
592,9903,user9903,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. aff",Negativo,"-0,9888447174"
593,3697,user3697,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤡",Negativo,"-0,9790236037"
594,6943,user6943,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 17 minutos pra nada. 😡 #Fail top,Negativo,"-0,9671279667"
595,2768,user2768,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
596,7545,user7545,Twitter,Bebida Alcoólica,Pop,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
597,3396,user3396,Instagram,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
598,9829,user9829,Twitter,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
599,2130,user2130,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
600,5197,user5197,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. top,Positivo,"0,8873606892"
601,4800,user4800,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 3 minutos pra nada. 😡 #Fail 😂,Negativo,"-0,7261858359"
602,7089,user7089,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 5 minutos pra nada. 😡 #Fail 😂,Negativo,"-0,7249672711"
603,979,user979,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
604,7069,user7069,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
605,2551,user2551,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
606,1843,user1843,Twitter,Bebida Alcoólica,Pop,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica? 🤔,Neutro,"-0,05007203482"
607,4038,user4038,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
608,2774,user2774,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 14 minutos pra nada. 😡 #Fail,Negativo,"-0,9816099699"
609,2615,user2615,Instagram,Bebida Alcoólica,Pop,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 🤡,Neutro,"0,03620481864"
610,4195,user4195,Twitter,Bebida Alcoólica,Pop,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
611,7085,user7085,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 6 minutos pra nada. 😡 #Fail aff,Negativo,"-0,9871141296"
612,7673,user7673,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. aff,Negativo,"-0,987586621"
613,5548,user5548,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
614,5663,user5663,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 13 minutos pra nada. 😡 #Fail,Negativo,"-0,98165754"
615,2002,user2002,Twitter,Bebida Alcoólica,Pop,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 😂,Neutro,"0,1666706204"
616,3660,user3660,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
617,8945,user8945,Instagram,Bebida Alcoólica,Rock,neutro,Vi q Bebida Alcoólica é um dos patrocinadores este ano.,Neutro,"0,00925495103"
618,4500,user4500,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
619,5806,user5806,Instagram,Bebida Alcoólica,Rock,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 🤡,Neutro,"-0,05404761806"
620,4097,user4097,Twitter,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 🤔,Neutro,"0,008024929091"
621,207,user207,Instagram,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
622,8588,user8588,Twitter,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 11 minutos pra nada. 😡 #Fail top,Negativo,"-0,9669628851"
623,4583,user4583,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Vi q Bebida Alcoólica é um dos patrocinadores este ano.,Neutro,"0,00925495103"
624,1312,user1312,Instagram,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. top",Negativo,"-0,6307896078"
625,6904,user6904,Instagram,Bebida Alcoólica,Eletrônico,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? 🤔,Neutro,"-0,03632076271"
626,2629,user2629,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 14 minutos pra nada. 😡 #Fail,Negativo,"-0,9816099699"
627,7821,user7821,Twitter,Bebida Alcoólica,Rock,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
628,9327,user9327,Instagram,Bebida Alcoólica,Eletrônico,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
629,6860,user6860,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 5 minutos pra nada. 😡 #Fail,Negativo,"-0,9815696916"
630,8235,user8235,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
631,1952,user1952,Twitter,Bebida Alcoólica,Música Brasileira,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 🤔,Neutro,"0,05137144122"
632,7975,user7975,Twitter,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
633,1740,user1740,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 😂,Positivo,"0,6364131663"
634,9162,user9162,Instagram,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 23 minutos pra nada. 😡 #Fail kkkkk,Negativo,"-0,9734900119"
635,2361,user2361,Twitter,Bebida Alcoólica,Rock,elogio,Simplesmente amei o brinde q ganhei de Bebida Alcoólica! Já qro o próximo festival. top,Positivo,"0,9897761932"
636,154,user154,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤡",Negativo,"-0,9790236037"
637,6140,user6140,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 7 minutos pra nada. 😡 #Fail,Negativo,"-0,9815121363"
638,6295,user6295,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. aff",Negativo,"-0,9888447174"
639,4775,user4775,Twitter,Bebida Alcoólica,Pop,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? 🤔,Neutro,"-0,03632076271"
640,9490,user9490,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
641,8736,user8736,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. kkkkk,Neutro,"0,05711996928"
642,9418,user9418,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 😂,Negativo,"-0,9692334663"
643,5167,user5167,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. aff,Negativo,"-0,9894158109"
644,1562,user1562,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
645,2475,user2475,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 9 minutos pra nada. 😡 #Fail 🤔,Negativo,"-0,9771124623"
646,4158,user4158,Twitter,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
647,2896,user2896,Twitter,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 🤔,Neutro,"0,008024929091"
648,8614,user8614,Instagram,Bebida Alcoólica,Pop,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? 🤡,Neutro,"-0,08443519659"
649,1593,user1593,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 32 minutos pra nada. 😡 #Fail,Negativo,"-0,9811547678"
650,453,user453,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. top,Negativo,"-0,9887263444"
651,4893,user4893,Twitter,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 29 minutos pra nada. 😡 #Fail 😂,Negativo,"-0,7235151008"
652,7831,user7831,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 15 minutos pra nada. 😡 #Fail 🤡,Negativo,"-0,9795904486"
653,5264,user5264,Twitter,Bebida Alcoólica,Música Brasileira,elogio,Que organização incrível no espaço de Bebida Alcoólica. Atendimento nota 10/10. ✨ aff,Positivo,"0,9134638794"
654,4614,user4614,Twitter,Bebida Alcoólica,Rock,neutro,Vi q Bebida Alcoólica é um dos patrocinadores este ano. 😂,Neutro,"0,176170148"
655,1162,user1162,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
656,7513,user7513,Twitter,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
657,7258,user7258,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 3 minutos pra nada. 😡 #Fail,Negativo,"-0,9818736981"
658,4365,user4365,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤔,Negativo,"-0,988195352"
659,2531,user2531,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 169 minutos pra nada. 😡 #Fail kkkkk,Negativo,"-0,9729734864"
660,7773,user7773,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤔,Negativo,"-0,988195352"
661,4437,user4437,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 4 minutos pra nada. 😡 #Fail,Negativo,"-0,981741264"
662,5415,user5415,Twitter,Bebida Alcoólica,Pop,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
663,3490,user3490,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. kkkkk,Negativo,"-0,9869790231"
664,6676,user6676,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
665,1360,user1360,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. aff,Negativo,"-0,9894158109"
666,6156,user6156,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
667,4832,user4832,Twitter,Bebida Alcoólica,Pop,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. kkkkk,Neutro,"0,05711996928"
668,7962,user7962,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 55 minutos pra nada. 😡 #Fail 😂,Negativo,"-0,7138381898"
669,1408,user1408,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
670,8428,user8428,Instagram,Bebida Alcoólica,Pop,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 🤔,Neutro,"0,05137144122"
671,2020,user2020,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. kkkkk,Negativo,"-0,9869790231"
672,2664,user2664,Instagram,Bebida Alcoólica,Eletrônico,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. kkkkk,Neutro,"0,05711996928"
673,771,user771,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 4 minutos pra nada. 😡 #Fail,Negativo,"-0,981741264"
674,6848,user6848,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
675,4694,user4694,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. aff,Negativo,"-0,9894158109"
676,9649,user9649,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
677,544,user544,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
678,6023,user6023,Instagram,Bebida Alcoólica,Rock,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 😂,Positivo,"0,6364131663"
679,1755,user1755,Instagram,Bebida Alcoólica,Rock,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
680,6806,user6806,Instagram,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 10 minutos pra nada. 😡 #Fail 🤔,Negativo,"-0,9774522902"
681,6233,user6233,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 9 minutos pra nada. 😡 #Fail,Negativo,"-0,9817567742"
682,188,user188,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
683,2049,user2049,Instagram,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
684,9916,user9916,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
685,3533,user3533,Twitter,Bebida Alcoólica,Pop,elogio,Simplesmente amei o brinde q ganhei de Bebida Alcoólica! Já qro o próximo festival. top,Positivo,"0,9897761932"
686,1481,user1481,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
687,883,user883,Instagram,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. top,Negativo,"-0,9887263444"
688,9393,user9393,Twitter,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 😂,Neutro,"0,1666706204"
689,9518,user9518,Instagram,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. top",Negativo,"-0,6307896078"
690,2840,user2840,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 😂,Negativo,"-0,9692334663"
691,1433,user1433,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
692,7653,user7653,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 8 minutos pra nada. 😡 #Fail 🤔,Negativo,"-0,9773589899"
693,1182,user1182,Twitter,Bebida Alcoólica,Rock,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. kkkkk,Neutro,"0,05711996928"
694,7242,user7242,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 🤡,Neutro,"-0,05404761806"
695,7900,user7900,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 7 minutos pra nada. 😡 #Fail top,Negativo,"-0,9669811511"
696,2587,user2587,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 19 minutos pra nada. 😡 #Fail,Negativo,"-0,9816310289"
697,5458,user5458,Twitter,Bebida Alcoólica,Pop,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
698,3741,user3741,Twitter,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 5 minutos pra nada. 😡 #Fail 🤔,Negativo,"-0,9770730957"
699,8239,user8239,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
700,7880,user7880,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 11 minutos pra nada. 😡 #Fail 🤔,Negativo,"-0,9773462838"
701,4031,user4031,Instagram,Bebida Alcoólica,Rock,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
702,3794,user3794,Instagram,Bebida Alcoólica,Eletrônico,elogio,A experiência no estande de Bebida Alcoólica foi SENSACIONAL! Valeu cada segundo. #Festival 😂,Positivo,"0,9772247646"
703,5304,user5304,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
704,5953,user5953,Instagram,Bebida Alcoólica,Rock,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
705,7770,user7770,Twitter,Bebida Alcoólica,Pop,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. aff,Negativo,"-0,987586621"
706,9633,user9633,Instagram,Bebida Alcoólica,Rock,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica? aff,Negativo,"-0,9805174824"
707,8859,user8859,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 10 minutos pra nada. 😡 #Fail top,Negativo,"-0,9673133753"
708,2561,user2561,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
709,8554,user8554,Instagram,Bebida Alcoólica,Pop,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. aff,Negativo,"-0,987586621"
710,8781,user8781,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. top,Positivo,"0,8873606892"
711,4421,user4421,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 3 minutos pra nada. 😡 #Fail kkkkk,Negativo,"-0,9745447873"
